SalesOrderNumber,OrderDate,ProductKey,CustomerKey,SalesTerritoryKey,UnitPrice,OrderQuantity,TotalProductCost,TaxAmt,Freight
SO67052,2020-09-25,529,27804,10,3.99,1,1.49,0.32,0.10
SO67052,2020-09-25,237,27804,10,49.99,1,38.49,4.00,1.25
SO67053,2020-09-25,529,24086,8,3.99,1,1.49,0.32,0.10
SO67053,2020-09-25,228,24086,8,49.99,1,38.49,4.00,1.25
SO67054,2020-09-25,530,13532,8,4.99,1,1.87,0.40,0.12
SO67054,2020-09-25,480,13532,8,2.29,1,0.86,0.18,0.06
SO67055,2020-09-25,537,11180,4,35.00,1,13.09,2.80,0.88
SO67055,2020-09-25,528,11180,4,4.99,1,1.87,0.40,0.12
SO67055,2020-09-25,463,11180,4,24.49,1,9.16,1.96,0.61
SO67055,2020-09-25,214,11180,4,34.99,1,13.09,2.80,0.87
SO67056,2020-09-25,528,11192,1,4.99,1,1.87,0.40,0.12
SO67056,2020-09-25,537,11192,1,35.00,1,13.09,2.80,0.88
SO67056,2020-09-25,217,11192,1,34.99,1,13.09,2.80,0.87
SO67057,2020-09-25,537,12787,1,35.00,1,13.09,2.80,0.88
SO67057,2020-09-25,480,12787,1,2.29,1,0.86,0.18,0.06
SO67058,2020-09-25,537,12019,4,35.00,1,13.09,2.80,0.88
SO67058,2020-09-25,528,12019,4,4.99,1,1.87,0.40,0.12
SO67058,2020-09-25,217,12019,4,34.99,1,13.09,2.80,0.87
SO67059,2020-09-25,537,12936,6,35.00,1,13.09,2.80,0.88
SO67059,2020-09-25,528,12936,6,4.99,1,1.87,0.40,0.12
SO67060,2020-09-25,225,13262,10,8.99,1,6.92,0.72,0.22
SO67061,2020-09-25,214,11477,8,34.99,1,13.09,2.80,0.87
SO67062,2020-09-25,234,12566,10,49.99,1,38.49,4.00,1.25
SO67062,2020-09-25,225,12566,10,8.99,1,6.92,0.72,0.22
SO67063,2020-09-25,225,12503,10,8.99,1,6.92,0.72,0.22
SO67063,2020-09-25,234,12503,10,49.99,1,38.49,4.00,1.25
SO67064,2020-09-25,592,22230,6,564.99,1,308.22,45.20,14.12
SO67064,2020-09-25,528,22230,6,4.99,1,1.87,0.40,0.12
SO67064,2020-09-25,535,22230,6,24.99,1,9.35,2.00,0.62
SO67064,2020-09-25,237,22230,6,49.99,1,38.49,4.00,1.25
SO67065,2020-09-25,361,15918,1,2294.99,1,1251.98,183.60,57.37
SO67065,2020-09-25,485,15918,1,21.98,1,8.22,1.76,0.55
SO67065,2020-09-25,228,15918,1,49.99,1,38.49,4.00,1.25
SO67066,2020-09-25,359,15569,1,2294.99,1,1251.98,183.60,57.37
SO67067,2020-09-25,359,12885,4,2294.99,1,1251.98,183.60,57.37
SO67067,2020-09-25,528,12885,4,4.99,1,1.87,0.40,0.12
SO67067,2020-09-25,537,12885,4,35.00,1,13.09,2.80,0.88
SO67067,2020-09-25,214,12885,4,34.99,1,13.09,2.80,0.87
SO67068,2020-09-25,353,15771,1,2319.99,1,1265.62,185.60,58.00
SO67068,2020-09-25,485,15771,1,21.98,1,8.22,1.76,0.55
SO67068,2020-09-25,231,15771,1,49.99,1,38.49,4.00,1.25
SO67069,2020-09-25,363,17613,6,2294.99,1,1251.98,183.60,57.37
SO67069,2020-09-25,485,17613,6,21.98,1,8.22,1.76,0.55
SO67069,2020-09-25,222,17613,6,34.99,1,13.09,2.80,0.87
SO67069,2020-09-25,228,17613,6,49.99,1,38.49,4.00,1.25
SO67070,2020-09-25,225,27136,8,8.99,1,6.92,0.72,0.22
SO67070,2020-09-25,560,27136,8,1214.85,1,755.15,97.19,30.37
SO67071,2020-09-25,578,12608,10,1214.85,1,755.15,97.19,30.37
SO67071,2020-09-25,477,12608,10,4.99,1,1.87,0.40,0.12
SO67071,2020-09-25,479,12608,10,8.99,1,3.36,0.72,0.22
SO67071,2020-09-25,214,12608,10,34.99,1,13.09,2.80,0.87
SO67072,2020-09-25,576,26223,8,2384.07,1,1481.94,190.73,59.60
SO67072,2020-09-25,477,26223,8,4.99,1,1.87,0.40,0.12
SO67072,2020-09-25,479,26223,8,8.99,1,3.36,0.72,0.22
SO67072,2020-09-25,225,26223,8,8.99,1,6.92,0.72,0.22
SO67073,2020-09-25,606,24249,9,539.99,1,343.65,43.20,13.50
SO67073,2020-09-25,222,24249,9,34.99,1,13.09,2.80,0.87
SO67074,2020-09-25,363,14325,9,2294.99,1,1251.98,183.60,57.37
SO67074,2020-09-25,480,14325,9,2.29,1,0.86,0.18,0.06
SO67075,2020-09-25,359,14236,9,2294.99,1,1251.98,183.60,57.37
SO67075,2020-09-25,537,14236,9,35.00,1,13.09,2.80,0.88
SO67075,2020-09-25,528,14236,9,4.99,1,1.87,0.40,0.12
SO67075,2020-09-25,217,14236,9,34.99,1,13.09,2.80,0.87
SO67076,2020-09-25,573,14436,6,2384.07,1,1481.94,190.73,59.60
SO67076,2020-09-25,217,14436,6,34.99,1,13.09,2.80,0.87
SO67077,2020-09-25,388,21162,4,1120.49,1,713.08,89.64,28.01
SO67077,2020-09-25,214,21162,4,34.99,1,13.09,2.80,0.87
SO67078,2020-09-25,384,20767,1,1120.49,1,713.08,89.64,28.01
SO67079,2020-09-25,382,28522,8,1120.49,1,713.08,89.64,28.01
SO67079,2020-09-25,479,28522,8,8.99,1,3.36,0.72,0.22
SO67079,2020-09-25,477,28522,8,4.99,1,1.87,0.40,0.12
SO67079,2020-09-25,472,28522,8,63.50,1,23.75,5.08,1.59
SO67080,2020-09-25,563,12350,9,2384.07,1,1481.94,190.73,59.60
SO67080,2020-09-25,477,12350,9,4.99,1,1.87,0.40,0.12
SO67080,2020-09-25,479,12350,9,8.99,1,3.36,0.72,0.22
SO67080,2020-09-25,480,12350,9,2.29,1,0.86,0.18,0.06
SO67081,2020-09-26,590,17249,9,769.49,1,419.78,61.56,19.24
SO67081,2020-09-26,476,17249,9,69.99,1,26.18,5.60,1.75
SO67081,2020-09-26,482,17249,9,8.99,1,3.36,0.72,0.22
SO67082,2020-09-26,583,17971,7,1700.99,1,1082.51,136.08,42.52
SO67082,2020-09-26,217,17971,7,34.99,1,13.09,2.80,0.87
SO67083,2020-09-26,477,28787,1,4.99,1,1.87,0.40,0.12
SO67083,2020-09-26,479,28787,1,8.99,1,3.36,0.72,0.22
SO67084,2020-09-26,485,22020,9,21.98,1,8.22,1.76,0.55
SO67084,2020-09-26,222,22020,9,34.99,1,13.09,2.80,0.87
SO67085,2020-09-26,529,29083,9,3.99,1,1.49,0.32,0.10
SO67086,2020-09-26,529,13628,9,3.99,1,1.49,0.32,0.10
SO67086,2020-09-26,222,13628,9,34.99,1,13.09,2.80,0.87
SO67087,2020-09-26,529,13116,9,3.99,1,1.49,0.32,0.10
SO67087,2020-09-26,214,13116,9,34.99,1,13.09,2.80,0.87
SO67088,2020-09-26,359,12624,8,2294.99,1,1251.98,183.60,57.37
SO67088,2020-09-26,214,12624,8,34.99,1,13.09,2.80,0.87
SO67089,2020-09-26,359,17103,8,2294.99,1,1251.98,183.60,57.37
SO67089,2020-09-26,478,17103,8,9.99,1,3.74,0.80,0.25
SO67089,2020-09-26,477,17103,8,4.99,1,1.87,0.40,0.12
SO67089,2020-09-26,463,17103,8,24.49,1,9.16,1.96,0.61
SO67090,2020-09-26,363,18158,10,2294.99,1,1251.98,183.60,57.37
SO67091,2020-09-26,596,17981,10,539.99,1,294.58,43.20,13.50
SO67092,2020-09-26,535,26463,1,24.99,1,9.35,2.00,0.62
SO67092,2020-09-26,480,26463,1,2.29,1,0.86,0.18,0.06
SO67093,2020-09-26,538,11262,6,21.49,1,8.04,1.72,0.54
SO67093,2020-09-26,529,11262,6,3.99,1,1.49,0.32,0.10
SO67093,2020-09-26,480,11262,6,2.29,1,0.86,0.18,0.06
SO67094,2020-09-26,530,12532,6,4.99,1,1.87,0.40,0.12
SO67094,2020-09-26,541,12532,6,28.99,1,10.84,2.32,0.72
SO67094,2020-09-26,480,12532,6,2.29,1,0.86,0.18,0.06
SO67095,2020-09-26,535,25860,4,24.99,1,9.35,2.00,0.62
SO67095,2020-09-26,480,25860,4,2.29,1,0.86,0.18,0.06
SO67096,2020-09-26,540,25833,1,32.60,1,12.19,2.61,0.82
SO67096,2020-09-26,529,25833,1,3.99,1,1.49,0.32,0.10
SO67097,2020-09-26,528,23671,1,4.99,1,1.87,0.40,0.12
SO67097,2020-09-26,536,23671,1,29.99,1,11.22,2.40,0.75
SO67097,2020-09-26,486,23671,1,159.00,1,59.47,12.72,3.98
SO67098,2020-09-26,540,11824,6,32.60,1,12.19,2.61,0.82
SO67098,2020-09-26,529,11824,6,3.99,1,1.49,0.32,0.10
SO67098,2020-09-26,467,11824,6,24.49,1,9.16,1.96,0.61
SO67099,2020-09-26,528,23240,1,4.99,1,1.87,0.40,0.12
SO67099,2020-09-26,536,23240,1,29.99,1,11.22,2.40,0.75
SO67099,2020-09-26,222,23240,1,34.99,1,13.09,2.80,0.87
SO67100,2020-09-26,536,23514,1,29.99,1,11.22,2.40,0.75
SO67100,2020-09-26,528,23514,1,4.99,1,1.87,0.40,0.12
SO67100,2020-09-26,214,23514,1,34.99,1,13.09,2.80,0.87
SO67101,2020-09-26,478,21729,1,9.99,1,3.74,0.80,0.25
SO67101,2020-09-26,477,21729,1,4.99,1,1.87,0.40,0.12
SO67101,2020-09-26,214,21729,1,34.99,1,13.09,2.80,0.87
SO67102,2020-09-26,477,20431,1,4.99,1,1.87,0.40,0.12
SO67102,2020-09-26,478,20431,1,9.99,1,3.74,0.80,0.25
SO67103,2020-09-26,475,27724,6,69.99,1,26.18,5.60,1.75
SO67104,2020-09-26,474,18886,1,69.99,1,26.18,5.60,1.75
SO67105,2020-09-26,475,19126,1,69.99,1,26.18,5.60,1.75
SO67106,2020-09-26,477,17529,1,4.99,1,1.87,0.40,0.12
SO67106,2020-09-26,225,17529,1,8.99,1,6.92,0.72,0.22
SO67107,2020-09-26,475,18682,4,69.99,1,26.18,5.60,1.75
SO67108,2020-09-26,528,14573,1,4.99,1,1.87,0.40,0.12
SO67108,2020-09-26,222,14573,1,34.99,1,13.09,2.80,0.87
SO67109,2020-09-26,482,13376,4,8.99,1,3.36,0.72,0.22
SO67109,2020-09-26,485,13376,4,21.98,1,8.22,1.76,0.55
SO67110,2020-09-26,528,14556,7,4.99,1,1.87,0.40,0.12
SO67110,2020-09-26,477,14556,7,4.99,1,1.87,0.40,0.12
SO67110,2020-09-26,478,14556,7,9.99,1,3.74,0.80,0.25
SO67111,2020-09-26,485,13951,1,21.98,1,8.22,1.76,0.55
SO67111,2020-09-26,222,13951,1,34.99,1,13.09,2.80,0.87
SO67112,2020-09-26,477,11355,10,4.99,1,1.87,0.40,0.12
SO67112,2020-09-26,479,11355,10,8.99,1,3.36,0.72,0.22
SO67113,2020-09-26,536,20900,10,29.99,1,11.22,2.40,0.75
SO67113,2020-09-26,528,20900,10,4.99,1,1.87,0.40,0.12
SO67113,2020-09-26,225,20900,10,8.99,1,6.92,0.72,0.22
SO67113,2020-09-26,214,20900,10,34.99,1,13.09,2.80,0.87
SO67114,2020-09-26,529,23604,8,3.99,1,1.49,0.32,0.10
SO67115,2020-09-26,538,11474,10,21.49,1,8.04,1.72,0.54
SO67115,2020-09-26,529,11474,10,3.99,1,1.49,0.32,0.10
SO67115,2020-09-26,465,11474,10,24.49,1,9.16,1.96,0.61
SO67116,2020-09-26,529,22563,8,3.99,1,1.49,0.32,0.10
SO67116,2020-09-26,225,22563,8,8.99,1,6.92,0.72,0.22
SO67117,2020-09-26,528,24545,10,4.99,1,1.87,0.40,0.12
SO67117,2020-09-26,536,24545,10,29.99,1,11.22,2.40,0.75
SO67117,2020-09-26,214,24545,10,34.99,1,13.09,2.80,0.87
SO67118,2020-09-26,529,12295,7,3.99,1,1.49,0.32,0.10
SO67118,2020-09-26,222,12295,7,34.99,1,13.09,2.80,0.87
SO67119,2020-09-26,530,24122,7,4.99,1,1.87,0.40,0.12
SO67120,2020-09-26,529,24156,8,3.99,1,1.49,0.32,0.10
SO67120,2020-09-26,480,24156,8,2.29,1,0.86,0.18,0.06
SO67121,2020-09-26,541,14986,10,28.99,1,10.84,2.32,0.72
SO67121,2020-09-26,530,14986,10,4.99,1,1.87,0.40,0.12
SO67121,2020-09-26,217,14986,10,34.99,1,13.09,2.80,0.87
SO67122,2020-09-26,530,25527,7,4.99,1,1.87,0.40,0.12
SO67122,2020-09-26,480,25527,7,2.29,1,0.86,0.18,0.06
SO67123,2020-09-26,537,12894,4,35.00,1,13.09,2.80,0.88
SO67124,2020-09-26,537,12028,4,35.00,1,13.09,2.80,0.88
SO67124,2020-09-26,528,12028,4,4.99,1,1.87,0.40,0.12
SO67125,2020-09-26,528,13168,4,4.99,1,1.87,0.40,0.12
SO67125,2020-09-26,537,13168,4,35.00,1,13.09,2.80,0.88
SO67125,2020-09-26,217,13168,4,34.99,1,13.09,2.80,0.87
SO67126,2020-09-26,231,12329,10,49.99,1,38.49,4.00,1.25
SO67127,2020-09-26,353,15984,4,2319.99,1,1265.62,185.60,58.00
SO67127,2020-09-26,485,15984,4,21.98,1,8.22,1.76,0.55
SO67128,2020-09-26,571,13265,8,742.35,1,461.44,59.39,18.56
SO67128,2020-09-26,541,13265,8,28.99,1,10.84,2.32,0.72
SO67129,2020-09-26,562,16598,10,2384.07,1,1481.94,190.73,59.60
SO67129,2020-09-26,482,16598,10,8.99,1,3.36,0.72,0.22
SO67130,2020-09-26,382,26023,9,1120.49,1,713.08,89.64,28.01
SO67130,2020-09-26,479,26023,9,8.99,1,3.36,0.72,0.22
SO67130,2020-09-26,477,26023,9,4.99,1,1.87,0.40,0.12
SO67131,2020-09-26,386,25832,9,1120.49,1,713.08,89.64,28.01
SO67131,2020-09-26,539,25832,9,24.99,1,9.35,2.00,0.62
SO67131,2020-09-26,529,25832,9,3.99,1,1.49,0.32,0.10
SO67131,2020-09-26,480,25832,9,2.29,1,0.86,0.18,0.06
SO67132,2020-09-26,384,25960,9,1120.49,1,713.08,89.64,28.01
SO67132,2020-09-26,490,25960,9,53.99,1,41.57,4.32,1.35
SO67133,2020-09-26,363,14275,9,2294.99,1,1251.98,183.60,57.37
SO67133,2020-09-26,487,14275,9,54.99,1,20.57,4.40,1.37
SO67133,2020-09-26,484,14275,9,7.95,1,2.97,0.64,0.20
SO67134,2020-09-26,353,14230,9,2319.99,1,1265.62,185.60,58.00
SO67135,2020-09-26,564,27017,1,2384.07,1,1481.94,190.73,59.60
SO67135,2020-09-26,541,27017,1,28.99,1,10.84,2.32,0.72
SO67135,2020-09-26,530,27017,1,4.99,1,1.87,0.40,0.12
SO67135,2020-09-26,214,27017,1,34.99,1,13.09,2.80,0.87
SO67136,2020-09-26,606,23516,4,539.99,1,343.65,43.20,13.50
SO67136,2020-09-26,217,23516,4,34.99,1,13.09,2.80,0.87
SO67136,2020-09-26,463,23516,4,24.49,1,9.16,1.96,0.61
SO67137,2020-09-26,580,21160,4,1700.99,1,1082.51,136.08,42.52
SO67137,2020-09-26,237,21160,4,49.99,1,38.49,4.00,1.25
SO67137,2020-09-26,467,21160,4,24.49,1,9.16,1.96,0.61
SO67138,2020-09-26,390,24197,10,1120.49,1,713.08,89.64,28.01
SO67138,2020-09-26,222,24197,10,34.99,1,13.09,2.80,0.87
SO67139,2020-09-26,604,12620,7,539.99,1,343.65,43.20,13.50
SO67139,2020-09-26,538,12620,7,21.49,1,8.04,1.72,0.54
SO67139,2020-09-26,225,12620,7,8.99,1,6.92,0.72,0.22
SO67140,2020-09-26,605,27856,10,539.99,1,343.65,43.20,13.50
SO67140,2020-09-26,479,27856,10,8.99,1,3.36,0.72,0.22
SO67140,2020-09-26,477,27856,10,4.99,1,1.87,0.40,0.12
SO67140,2020-09-26,465,27856,10,24.49,1,9.16,1.96,0.61
SO67141,2020-09-27,581,15921,7,1700.99,1,1082.51,136.08,42.52
SO67141,2020-09-27,222,15921,7,34.99,1,13.09,2.80,0.87
SO67142,2020-09-27,580,11431,8,1700.99,1,1082.51,136.08,42.52
SO67142,2020-09-27,477,11431,8,4.99,1,1.87,0.40,0.12
SO67142,2020-09-27,479,11431,8,8.99,1,3.36,0.72,0.22
SO67142,2020-09-27,222,11431,8,34.99,1,13.09,2.80,0.87
SO67143,2020-09-27,359,18164,8,2294.99,1,1251.98,183.60,57.37
SO67143,2020-09-27,222,18164,8,34.99,1,13.09,2.80,0.87
SO67144,2020-09-27,353,17202,10,2319.99,1,1265.62,185.60,58.00
SO67144,2020-09-27,477,17202,10,4.99,1,1.87,0.40,0.12
SO67144,2020-09-27,478,17202,10,9.99,1,3.74,0.80,0.25
SO67144,2020-09-27,465,17202,10,24.49,1,9.16,1.96,0.61
SO67145,2020-09-27,355,17216,7,2319.99,1,1265.62,185.60,58.00
SO67145,2020-09-27,478,17216,7,9.99,1,3.74,0.80,0.25
SO67145,2020-09-27,477,17216,7,4.99,1,1.87,0.40,0.12
SO67145,2020-09-27,214,17216,7,34.99,1,13.09,2.80,0.87
SO67146,2020-09-27,222,11501,6,34.99,1,13.09,2.80,0.87
SO67147,2020-09-27,535,13013,9,24.99,1,9.35,2.00,0.62
SO67147,2020-09-27,528,13013,9,4.99,1,1.87,0.40,0.12
SO67147,2020-09-27,483,13013,9,120.00,1,44.88,9.60,3.00
SO67148,2020-09-27,535,12665,9,24.99,1,9.35,2.00,0.62
SO67148,2020-09-27,528,12665,9,4.99,1,1.87,0.40,0.12
SO67148,2020-09-27,217,12665,9,34.99,1,13.09,2.80,0.87
SO67149,2020-09-27,539,15605,9,24.99,1,9.35,2.00,0.62
SO67150,2020-09-27,536,16699,9,29.99,1,11.22,2.40,0.75
SO67150,2020-09-27,528,16699,9,4.99,1,1.87,0.40,0.12
SO67151,2020-09-27,485,17496,9,21.98,1,8.22,1.76,0.55
SO67151,2020-09-27,217,17496,9,34.99,1,13.09,2.80,0.87
SO67151,2020-09-27,491,17496,9,53.99,1,41.57,4.32,1.35
SO67152,2020-09-27,539,14683,9,24.99,1,9.35,2.00,0.62
SO67153,2020-09-27,476,26157,9,69.99,1,26.18,5.60,1.75
SO67154,2020-09-27,528,25239,9,4.99,1,1.87,0.40,0.12
SO67154,2020-09-27,480,25239,9,2.29,1,0.86,0.18,0.06
SO67155,2020-09-27,529,16694,9,3.99,1,1.49,0.32,0.10
SO67155,2020-09-27,214,16694,9,34.99,1,13.09,2.80,0.87
SO67156,2020-09-27,361,18141,10,2294.99,1,1251.98,183.60,57.37
SO67156,2020-09-27,485,18141,10,21.98,1,8.22,1.76,0.55
SO67156,2020-09-27,488,18141,10,53.99,1,41.57,4.32,1.35
SO67157,2020-09-27,374,16466,8,2443.35,1,1554.95,195.47,61.08
SO67158,2020-09-27,528,11711,6,4.99,1,1.87,0.40,0.12
SO67158,2020-09-27,535,11711,6,24.99,1,9.35,2.00,0.62
SO67159,2020-09-27,540,25293,1,32.60,1,12.19,2.61,0.82
SO67159,2020-09-27,214,25293,1,34.99,1,13.09,2.80,0.87
SO67160,2020-09-27,536,22075,4,29.99,1,11.22,2.40,0.75
SO67160,2020-09-27,528,22075,4,4.99,1,1.87,0.40,0.12
SO67160,2020-09-27,222,22075,4,34.99,1,13.09,2.80,0.87
SO67160,2020-09-27,237,22075,4,49.99,1,38.49,4.00,1.25
SO67160,2020-09-27,465,22075,4,24.49,1,9.16,1.96,0.61
SO67161,2020-09-27,536,23349,4,29.99,1,11.22,2.40,0.75
SO67161,2020-09-27,528,23349,4,4.99,1,1.87,0.40,0.12
SO67161,2020-09-27,485,23349,4,21.98,1,8.22,1.76,0.55
SO67161,2020-09-27,225,23349,4,8.99,1,6.92,0.72,0.22
SO67162,2020-09-27,478,20738,1,9.99,1,3.74,0.80,0.25
SO67162,2020-09-27,225,20738,1,8.99,1,6.92,0.72,0.22
SO67162,2020-09-27,477,20738,1,4.99,1,1.87,0.40,0.12
SO67163,2020-09-27,536,22223,4,29.99,1,11.22,2.40,0.75
SO67163,2020-09-27,528,22223,4,4.99,1,1.87,0.40,0.12
SO67164,2020-09-27,477,11300,6,4.99,1,1.87,0.40,0.12
SO67164,2020-09-27,478,11300,6,9.99,1,3.74,0.80,0.25
SO67164,2020-09-27,480,11300,6,2.29,1,0.86,0.18,0.06
SO67165,2020-09-27,478,21457,4,9.99,1,3.74,0.80,0.25
SO67165,2020-09-27,477,21457,4,4.99,1,1.87,0.40,0.12
SO67165,2020-09-27,487,21457,4,54.99,1,20.57,4.40,1.37
SO67166,2020-09-27,478,21260,1,9.99,1,3.74,0.80,0.25
SO67166,2020-09-27,477,21260,1,4.99,1,1.87,0.40,0.12
SO67167,2020-09-27,476,19551,1,69.99,1,26.18,5.60,1.75
SO67168,2020-09-27,477,17377,1,4.99,1,1.87,0.40,0.12
SO67169,2020-09-27,528,24659,6,4.99,1,1.87,0.40,0.12
SO67169,2020-09-27,480,24659,6,2.29,1,0.86,0.18,0.06
SO67169,2020-09-27,484,24659,6,7.95,1,2.97,0.64,0.20
SO67170,2020-09-27,485,13950,1,21.98,1,8.22,1.76,0.55
SO67170,2020-09-27,480,13950,1,2.29,1,0.86,0.18,0.06
SO67171,2020-09-27,528,16279,8,4.99,1,1.87,0.40,0.12
SO67171,2020-09-27,225,16279,8,8.99,1,6.92,0.72,0.22
SO67171,2020-09-27,222,16279,8,34.99,1,13.09,2.80,0.87
SO67172,2020-09-27,536,21539,7,29.99,1,11.22,2.40,0.75
SO67172,2020-09-27,528,21539,7,4.99,1,1.87,0.40,0.12
SO67173,2020-09-27,528,20943,10,4.99,1,1.87,0.40,0.12
SO67173,2020-09-27,536,20943,10,29.99,1,11.22,2.40,0.75
SO67173,2020-09-27,480,20943,10,2.29,1,0.86,0.18,0.06
SO67174,2020-09-27,538,21119,7,21.49,1,8.04,1.72,0.54
SO67174,2020-09-27,529,21119,7,3.99,1,1.49,0.32,0.10
SO67175,2020-09-27,538,29437,7,21.49,1,8.04,1.72,0.54
SO67175,2020-09-27,529,29437,7,3.99,1,1.49,0.32,0.10
SO67176,2020-09-27,538,25581,8,21.49,1,8.04,1.72,0.54
SO67176,2020-09-27,529,25581,8,3.99,1,1.49,0.32,0.10
SO67176,2020-09-27,225,25581,8,8.99,1,6.92,0.72,0.22
SO67177,2020-09-27,529,27158,10,3.99,1,1.49,0.32,0.10
SO67177,2020-09-27,480,27158,10,2.29,1,0.86,0.18,0.06
SO67178,2020-09-27,528,11875,6,4.99,1,1.87,0.40,0.12
SO67178,2020-09-27,537,11875,6,35.00,1,13.09,2.80,0.88
SO67178,2020-09-27,214,11875,6,34.99,1,13.09,2.80,0.87
SO67179,2020-09-27,478,14194,10,9.99,1,3.74,0.80,0.25
SO67179,2020-09-27,477,14194,10,4.99,1,1.87,0.40,0.12
SO67179,2020-09-27,214,14194,10,34.99,1,13.09,2.80,0.87
SO67179,2020-09-27,228,14194,10,49.99,1,38.49,4.00,1.25
SO67180,2020-09-27,485,18382,6,21.98,1,8.22,1.76,0.55
SO67180,2020-09-27,237,18382,6,49.99,1,38.49,4.00,1.25
SO67181,2020-09-27,463,12393,7,24.49,1,9.16,1.96,0.61
SO67181,2020-09-27,228,12393,7,49.99,1,38.49,4.00,1.25
SO67182,2020-09-27,361,12789,4,2294.99,1,1251.98,183.60,57.37
SO67182,2020-09-27,485,12789,4,21.98,1,8.22,1.76,0.55
SO67182,2020-09-27,214,12789,4,34.99,1,13.09,2.80,0.87
SO67182,2020-09-27,234,12789,4,49.99,1,38.49,4.00,1.25
SO67183,2020-09-27,361,15565,1,2294.99,1,1251.98,183.60,57.37
SO67183,2020-09-27,485,15565,1,21.98,1,8.22,1.76,0.55
SO67184,2020-09-27,357,17625,6,2319.99,1,1265.62,185.60,58.00
SO67184,2020-09-27,528,17625,6,4.99,1,1.87,0.40,0.12
SO67184,2020-09-27,537,17625,6,35.00,1,13.09,2.80,0.88
SO67184,2020-09-27,485,17625,6,21.98,1,8.22,1.76,0.55
SO67184,2020-09-27,228,17625,6,49.99,1,38.49,4.00,1.25
SO67185,2020-09-27,363,13270,6,2294.99,1,1251.98,183.60,57.37
SO67185,2020-09-27,478,13270,6,9.99,1,3.74,0.80,0.25
SO67185,2020-09-27,477,13270,6,4.99,1,1.87,0.40,0.12
SO67185,2020-09-27,214,13270,6,34.99,1,13.09,2.80,0.87
SO67185,2020-09-27,228,13270,6,49.99,1,38.49,4.00,1.25
SO67186,2020-09-27,363,15127,9,2294.99,1,1251.98,183.60,57.37
SO67186,2020-09-27,537,15127,9,35.00,1,13.09,2.80,0.88
SO67186,2020-09-27,528,15127,9,4.99,1,1.87,0.40,0.12
SO67187,2020-09-27,361,15129,9,2294.99,1,1251.98,183.60,57.37
SO67188,2020-09-27,583,23658,9,1700.99,1,1082.51,136.08,42.52
SO67188,2020-09-27,488,23658,9,53.99,1,41.57,4.32,1.35
SO67189,2020-09-27,593,12575,9,564.99,1,308.22,45.20,14.12
SO67189,2020-09-27,491,12575,9,53.99,1,41.57,4.32,1.35
SO67190,2020-09-27,575,27096,1,2384.07,1,1481.94,190.73,59.60
SO67190,2020-09-27,222,27096,1,34.99,1,13.09,2.80,0.87
SO67191,2020-09-27,566,29258,1,742.35,1,461.44,59.39,18.56
SO67191,2020-09-27,479,29258,1,8.99,1,3.36,0.72,0.22
SO67192,2020-09-27,570,29252,4,742.35,1,461.44,59.39,18.56
SO67192,2020-09-27,479,29252,4,8.99,1,3.36,0.72,0.22
SO67192,2020-09-27,477,29252,4,4.99,1,1.87,0.40,0.12
SO67192,2020-09-27,487,29252,4,54.99,1,20.57,4.40,1.37
SO67193,2020-09-27,575,26723,4,2384.07,1,1481.94,190.73,59.60
SO67193,2020-09-27,541,26723,4,28.99,1,10.84,2.32,0.72
SO67193,2020-09-27,530,26723,4,4.99,1,1.87,0.40,0.12
SO67194,2020-09-27,576,26536,4,2384.07,1,1481.94,190.73,59.60
SO67194,2020-09-27,222,26536,4,34.99,1,13.09,2.80,0.87
SO67194,2020-09-27,465,26536,4,24.49,1,9.16,1.96,0.61
SO67195,2020-09-27,560,23846,6,1214.85,1,755.15,97.19,30.37
SO67195,2020-09-27,214,23846,6,34.99,1,13.09,2.80,0.87
SO67196,2020-09-27,578,25951,4,1214.85,1,755.15,97.19,30.37
SO67196,2020-09-27,214,25951,4,34.99,1,13.09,2.80,0.87
SO67196,2020-09-27,491,25951,4,53.99,1,41.57,4.32,1.35
SO67196,2020-09-27,467,25951,4,24.49,1,9.16,1.96,0.61
SO67197,2020-09-27,576,24789,4,2384.07,1,1481.94,190.73,59.60
SO67197,2020-09-27,222,24789,4,34.99,1,13.09,2.80,0.87
SO67198,2020-09-27,583,18085,4,1700.99,1,1082.51,136.08,42.52
SO67198,2020-09-27,479,18085,4,8.99,1,3.36,0.72,0.22
SO67198,2020-09-27,477,18085,4,4.99,1,1.87,0.40,0.12
SO67198,2020-09-27,234,18085,4,49.99,1,38.49,4.00,1.25
SO67199,2020-09-27,605,24024,8,539.99,1,343.65,43.20,13.50
SO67199,2020-09-27,472,24024,8,63.50,1,23.75,5.08,1.59
SO67200,2020-09-27,562,24384,7,2384.07,1,1481.94,190.73,59.60
SO67200,2020-09-27,214,24384,7,34.99,1,13.09,2.80,0.87
SO67200,2020-09-27,225,24384,7,8.99,1,6.92,0.72,0.22
SO67201,2020-09-27,567,29455,9,742.35,1,461.44,59.39,18.56
SO67201,2020-09-27,225,29455,9,8.99,1,6.92,0.72,0.22
SO67205,2020-09-28,589,15209,9,769.49,1,419.78,61.56,19.24
SO67205,2020-09-28,214,15209,9,34.99,1,13.09,2.80,0.87
SO67205,2020-09-28,225,15209,9,8.99,1,6.92,0.72,0.22
SO67205,2020-09-28,491,15209,9,53.99,1,41.57,4.32,1.35
